,tweet,sentiment
4438,behaviour diff lots phone calls using ipadlaptop notsomuch mobiles internets,1
4439,hi accidentally took techi set pepsicostage would please return,1
4440,japan put collective entrepreneurial social minds 2s together something japan,1
4441,uh oh left white 4 cab austin internet please help,1
4442,earth engine providing tech indigenous tribes report statuses forests like saveustechies,2
4443,sad face launching products join us h4ckers amp 80s dancing today,1
4444,mike tyson signing autographs promote boxing game oh mighty fallen sxswi,1
4445,meet guy bought first 2 popup ipad2,1
4446,yes rumors true come play booth exhibit hall 3 ipad2 via,1
4447,strange mixed tweets spammers regular life together wpacific rim rocking near nuclear disaster compute,1
4448,love quotapple comes cool technology ones ever heard dont go conferencesquot,2
4449,marissa mayer connect digital amp physical worlds mobile,1
4450,excited flipboard swag also rig giveaway work,1
4451,yea another product isnt available apps yet hotpot,0
4452,surprise ûïmention launch major social network called circles possibly today sxswû,1
4453,retiring wine library tv moving onto daily grape get app yr thankyouecon,2
4454,want make film fun download filmaster app checkin screenings amp get private recommendations,2
4455,connect digital amp physical worlds mobile,2
4456,good morning standing line 2 today still 1 sale 64gb wifi 450 fb,1
4457,quotdesigning digital magazines ipadquot keynote start,1
4458,first person stop booth amp show 2 running one apps wins free snakeheead tee shirt,2
4459,thought quotsocialquot couldnt get overblown may announcing quotcirclesquot today,0
4460,yeah nothing us,3
4461,jeez guys dunno popup golds gym u realize unjobsaesthetic,0
4462,wikitude layar flar tools argon goggles augmented reality browsers tools amp apps check eduar,1
4463,time late night ipad2 purchase w 75 others,2
4464,launch major social network called circles v mentionc,1
4465,android 30 great cant wait use,2
4466,funny psfk session sponsored microsoft talk,1
4467,dissapointment ubersocial app includes uberguide sponsored contû_,0
4468,existential mt ûïcontextual discoveryû demo history time search refine results,1
4469,yes downtown austin open til midnight,1
4470,rtmention dont worry guys found charger whats deal hipsters beards right,1
4471,gotta admit popup shop thing pretty brilliant someone aapl knows theyre,2
4472,guess everyone wanted design apps mom,0
4473,åð_ ubersocial app includes uberguide sponsored mashable,1
4474,googles mayer maps route around feature saves 2 yrs drive time every day missed amount gas saves anyone,2
4475,realized iphones gonna go nuts foursquare gowalla updates,3
4476,brain apologies randy ads popping search results algorithm skewed weekend randy queries attendees,0
4477,marissa mayer connect digital amp physical worlds mobile,1
4478,mr recommend submitting article banks seo strategy im big fan,1
4479,quotproduct gatekeeperquot marissa mayer locationbased quotfast fun futurequot ht,2
4480,yup quotapple comes cool technology ones ever heard dont go conferencesquot,2
4481,z28 curfew damned codes valid 800115959p 031311 infektd zlf,1
4482,say got drunk h4ckers,3
4483,everyone beer everyone sxswi,1
4484,rumor opening popup ipad2 launch via,1
4485,brought water line,1
4486,really bad person could stolen guys saying,2
4487,tipped launch social network today called circles,2
4488,retailers headed month check googles twitter presence,1
4489,technology schools marketing experts thousands town demonstrate social tech,2
4490,native apps etc accessibility design guidelines wcag still applies poursite,1
4491,talk mistakes building netflix app,0
4492,geez people eating another line outside 2 austin,3
4493,huge shout gsdm amp kick ass party tonight unbelievable time,2
4494,imagine every company 20 concept like bavcid,2
4495,wont wont line buy 20 tomorrow notwinning,3
4496,feel buzzrt launch major social network called circles possibly today,2
4497,time switch zip chatter,1
4498,lt10 minute line 2 temporary 935 cst,1
4499,nice people want suggest get prepaid microsim downtown austin,1
4500,today last day popup vacation starts tomorrow great experience,2
4501,ppl didnt see bargain booth tryna bargain callgirl backpages,1
4502,shoe foot newspapers always chasing young readers young developers pack panel design boomers yourmom,1
4503,regretting didnt bring seeing lots times would useful especially battery life woops,2
4504,marissa mayer demonstrating art project take museum tour without leaving home art masses,1
4505,sweet opening temporary downtown austin 2 launch,2
4506,open popup shop,1
4507,checked line way man line long toolongforme,2
4508,id love get ipad2 thats popping downtown tomorrow lack patience douchebaggery,2
4509,christian devs want talk u maybe wk together cool app,2
4510,apples gotta take advantage hipsters head somehow,1
4511,facebook killers circles announced interactive festival,2
4512,better get line opening temp downtown austin amp 2 launch,2
4513,set open popup shop core action,1
4514,pop joke,2
4515,giving away mappers entry amazingly easy details,1
4516,overload info delivered kill discovery says ppl wont lose curiosity wonderwe need serendipity,0
4517,loveltgt hey austin know little android love music amp wanna make 20hour please let know hey,1
4518,verizon 5 bars baby suck atampt,2
4519,presentation demonstrates pause video video player pick spot app,2
4520,40 maps use mobile,2
4521,papa sangre immersive audio game free today highly recommended papasangre,2
4522,line pop squeal,2
4523,ironic tee usurped 2 hipstergeekstartup chic fashion item years,2
4524,anyone else getting quotcould activate cellular data networkquot error message warning things come,0
4525,gt ubersocial app includes uberguide cont,2
4526,says playing nfc next gen devices nexus 5 next,3
4527,excellent presentation digital magazines touchingstories,1
4528,free lounge open daily serving art made ipads local art free coffee austin details photo,1
4529,rumor opening temporary downtown austin ipad2 launch,1
4530,many dont use cause one uses windows voluntarily kawasaki thisisdare,1
4531,im spotting lot 2s wild started selling 5pm yesterday,1
4532,hear workin hard must payin plenty,1
4533,previews updated blogger interface,1
4534,soundsfantastic partyawesome,2
4535,going check popup shop sxswi let us know ipad2,1
4536,nah im traveling called guy,1
4537,flight sf austin filled tshirts youtube fleeces,1
4538,connected bluetooth keyboard hello fast blogging im,2
4539,say going ubiquitous lot faster anyone expected year even 6 mo ago newsapps,1
4540,saving drivers time fuel seo sem googlemaps mobile topnews,2
4541,need buy ipad2 im austin sure ill need q austin,2
4542,good design means getting simple talktext ways impact healthcare africa forget amhealth,1
4543,trying steve wozniak drink free thanks h4ckers speakeasy,2
4544,crisiscommons monitoring collection datasets call volunteers issued japanquake,1
4545,lisa cohen announced app month sweet comcom,2
4546,grab free music 2011 showcasing artists mp3 torrents wild,1
4547,thats funny think see everywhere look im bearded guy plaid nfusion,1
4548,barry dillers pragmatic straight forward nice looks like wants us grab pitchforks vs,0
4549,covet,2
4550,great presentation headaches great thinking ux wundertablet,2
4551,good info improve website rankings advice amp bing,2
4552,hmm interface talk ux research hmm like sound politics behind html5,2
4553,think fell bit love today thanks throwing nerd party speakeasy,2
4554,actually true opening temporary downtown austin ampipad2 launch,1
4555,looks interesting good luck localmind available,2
4556,met rebecca moore fr amazing womenintech come see room6ab austin conf ctr sxswi,1
4557,lazy,1
4558,quick enable bubble barriers paxeast stores protect nerdking,1
4559,msft panel touch interfaces shows bunch tablets dontbehatin,2
4560,launched popup quotvintagequot format mostly ipods snarky employees ah good old days,0
4561,whats buzz billings entrepreneurs win tech award via technology,1
4562,40 maps usage mobile wow via,1
4563,eww lol saw guy tweeting peeing,1
4564,huzzah quotgoogle tweetquot quotthink speakquot mark belinsky 911tweets panel umassjour,1
4565,might launching social network called circles course,3
4566,yup showusyouricrazy apples popup day ipad2 release could b genius move mktg history,2
4567,one doodle guys wacky powerglove thing want play,1
4568,per rumor may preview big social strategy 80sthemed costume party yep,2
4569,watching ipadmade movie busy makes wish whatever party made instead,1
4570,quotapple opening temporary austin 2 launchquot,1
4571,sitting accessibility disabilities,1
4572,rated gsdampm idea city llc 5 stars quothotspot party epicquot,1
